courier_risk_score,delivery_attempts,delivery_delay_days,otp_confirmation,delivery_photo,pickup_delay_days,pickup_attempts,tamper_route,distance_km,weight_mismatch,logistics_risk_label
0.67,1,10,1,1,13,1,1,456,0,1
0.30,1,11,0,1,11,1,0,52,0,0
0.59,5,3,1,1,9,2,0,1648,1,1
0.43,5,5,1,0,12,3,0,2468,0,1
0.76,4,9,1,1,6,4,0,1992,0,0
0.41,1,6,1,0,9,4,0,1699,0,1
0.11,2,5,1,1,10,3,0,1588,1,0
0.27,5,3,1,1,3,2,0,2206,0,0
0.83,2,14,1,1,6,1,0,1834,0,0
0.65,4,3,1,0,3,2,0,2498,0,0
0.10,4,3,0,0,5,3,0,1949,0,0
0.54,4,6,0,1,14,4,0,1981,0,1
0.69,3,12,1,1,1,3,0,1086,0,1
0.94,5,3,1,1,6,4,1,113,1,1
0.82,3,12,0,1,11,3,0,1497,0,1
0.42,4,7,1,1,8,2,1,2115,0,0
0.91,1,13,1,1,1,4,0,980,0,1
0.97,4,0,1,1,14,4,1,508,1,1
0.37,2,8,1,1,6,4,0,368,0,0
0.37,2,0,0,1,0,4,0,924,0,0
0.57,3,2,1,1,13,2,0,1329,0,0
0.53,5,13,0,0,8,2,0,1103,0,1
0.58,1,2,1,0,5,3,1,1829,1,0
0.15,2,5,0,0,11,2,1,2246,0,1
0.76,1,2,1,0,4,4,0,1895,1,0
0.98,5,8,1,1,7,3,1,1471,0,1
0.77,2,7,1,0,3,2,0,2017,0,0
0.34,3,4,0,1,14,2,0,2283,1,0
0.98,1,9,1,1,4,4,1,339,0,1
0.07,4,14,1,1,2,4,1,2408,1,0
0.77,5,0,1,1,8,4,1,380,0,0
0.56,1,12,1,0,10,2,0,421,0,0
0.08,3,7,1,1,6,4,0,39,0,0
0.27,2,5,1,0,7,3,0,1072,0,0
0.12,1,7,1,1,5,2,0,1589,0,0
0.21,3,3,0,1,0,3,0,185,0,1
0.65,3,2,1,1,8,4,0,885,0,1
0.06,5,8,0,1,6,4,0,2231,0,1
0.30,4,1,1,1,2,2,1,1388,0,1
0.56,3,0,1,1,6,4,1,374,0,1
0.53,3,10,1,1,3,2,0,1879,1,0
0.50,2,9,1,1,12,4,1,914,0,0
0.63,4,11,1,0,0,3,0,1575,0,1
0.58,5,14,0,1,3,3,0,31,0,1
0.13,3,6,1,1,10,3,0,1386,0,1
0.67,2,0,1,0,2,3,0,1130,0,1
0.06,2,14,0,1,14,2,0,213,1,0
0.41,2,1,1,1,3,3,0,342,0,0
0.85,3,9,0,1,13,4,0,1082,0,1
0.85,5,9,1,1,11,4,0,1625,0,0
0.99,5,13,1,1,1,4,0,1113,0,1
0.13,5,7,0,1,10,4,0,998,0,0
0.15,4,12,1,1,10,1,0,1303,0,0
0.24,5,14,1,0,7,2,0,798,1,1
0.77,4,6,0,1,6,3,0,1698,0,1
0.64,3,1,0,0,5,2,0,238,0,1
0.93,4,11,1,1,7,4,0,1295,0,1
0.63,5,0,1,1,10,4,0,554,0,0
0.00,3,8,1,1,10,3,1,1605,0,0
0.12,4,3,1,0,11,4,0,735,0,1
0.87,1,13,1,1,4,2,0,139,1,0
0.91,1,11,1,1,9,2,1,2135,0,1
0.70,2,11,0,1,2,4,0,503,0,1
0.18,1,11,1,1,6,2,0,2031,0,0
0.44,4,12,1,0,4,4,0,291,0,1
0.83,5,7,1,1,7,3,0,53,0,1
0.51,5,7,1,0,8,4,0,587,0,0
0.73,3,1,1,1,9,1,1,1755,0,1
0.03,4,11,0,1,1,1,0,1185,0,0
0.81,4,8,1,0,12,1,0,2472,0,1
0.03,1,12,0,0,1,3,0,2080,1,1
0.60,3,12,1,1,9,1,1,1546,0,1
0.87,1,3,0,1,2,2,0,1132,0,0
0.04,3,0,1,0,0,4,0,1322,0,1
0.02,5,8,1,1,11,3,0,81,0,0
0.70,1,4,1,1,1,4,0,336,0,0
0.71,3,8,1,0,8,4,0,2446,0,1
0.62,5,13,1,1,12,1,0,2150,0,1
0.58,2,2,1,1,4,3,0,581,1,0
0.93,2,5,0,1,0,2,0,1772,0,1
0.75,5,0,1,1,0,2,0,1746,0,0
0.38,1,0,1,1,10,3,1,17,0,0
0.16,4,10,1,1,6,4,1,100,0,1
0.32,2,0,0,0,2,4,0,1556,1,1
0.54,4,2,1,1,5,3,0,2257,0,0
0.00,5,8,1,1,13,1,0,578,0,0
0.92,4,14,1,1,10,2,0,1355,1,1
0.68,4,4,1,1,4,1,0,1901,0,0
0.70,4,5,0,1,5,3,0,962,0,1
0.92,2,11,0,1,5,4,1,1331,0,0
0.39,1,6,1,1,2,4,0,278,0,0
0.84,5,13,1,0,2,4,0,136,1,1
0.83,3,3,0,0,7,1,0,980,0,1
0.59,3,13,1,0,4,3,1,1964,0,1
0.48,4,10,0,1,1,3,0,2103,0,1
0.43,1,12,1,1,14,4,0,460,0,0
0.62,2,9,1,1,3,4,0,1431,0,0
0.25,2,6,1,1,4,3,0,756,0,0
0.53,3,13,1,0,5,4,0,64,1,0
0.23,3,4,1,0,10,1,0,328,1,0
0.81,2,7,1,1,4,4,0,399,0,0
0.22,3,11,0,1,9,4,0,1335,0,1
0.66,3,2,1,0,7,4,0,1019,0,0
0.65,3,14,1,1,8,2,0,2129,1,1
0.81,4,10,1,1,2,3,0,966,0,1
0.90,1,6,1,0,10,1,0,495,0,1
0.22,2,8,1,1,14,4,1,1581,0,1
0.01,3,6,1,1,7,4,0,2180,1,1
0.25,3,7,1,1,9,3,0,1951,1,1
0.84,3,7,1,1,6,1,0,662,0,0
0.54,3,7,1,1,6,3,0,661,0,1
0.15,4,5,1,1,11,4,0,483,1,1
0.51,4,0,1,1,11,3,0,2232,0,0
0.47,1,7,1,0,3,4,0,2369,1,0
0.34,2,3,0,0,4,1,0,2142,0,0
0.42,3,7,1,1,2,2,0,1076,1,1
0.75,3,14,1,1,6,2,1,848,0,1
0.23,1,11,1,1,10,2,1,2039,0,0
0.83,4,2,1,1,14,2,0,1440,1,1
0.14,5,7,1,1,12,3,0,2493,0,0
0.48,1,5,1,1,5,3,1,1944,1,0
0.21,1,5,1,1,6,4,0,417,0,0
1.00,4,4,1,1,13,2,1,1269,0,1
0.47,5,7,0,1,11,2,0,726,0,0
0.82,1,1,1,1,12,3,0,1054,0,0
0.73,1,1,1,1,4,3,0,2359,0,0
0.86,3,9,1,0,10,2,0,137,0,0
0.37,5,13,1,1,11,4,0,864,0,0
0.07,5,4,1,1,8,3,0,1161,1,1
0.87,5,5,0,1,3,3,0,1298,0,1
0.44,3,7,1,0,12,2,0,2063,0,0
0.27,4,6,1,1,11,3,0,1957,1,1
0.84,5,7,1,1,14,1,0,398,0,0
0.08,2,0,1,0,11,3,0,1536,0,0
0.14,1,11,1,1,7,2,0,1003,0,0
0.41,2,10,1,1,5,3,1,733,0,0
0.45,4,13,0,1,7,3,0,32,0,0
0.51,4,7,1,1,1,1,0,2367,0,0
0.95,1,1,0,0,9,2,0,1138,0,1
0.50,1,11,0,1,1,1,1,1798,0,0
0.15,4,3,1,1,5,1,0,2254,0,0
0.90,5,12,1,0,1,3,1,648,0,1
0.49,4,9,1,0,1,3,0,2253,0,1
0.89,1,9,0,0,7,3,1,2076,0,1
0.45,3,6,1,1,14,4,0,653,1,1
0.17,4,3,0,1,13,3,0,189,0,0
0.16,5,13,0,0,1,4,1,553,0,0
0.69,2,10,0,1,7,1,1,300,0,1
0.37,1,2,1,1,2,1,0,2389,0,0
0.70,5,11,0,1,5,2,0,2108,0,0
0.17,4,13,0,1,2,2,0,2378,1,1
0.08,2,2,1,1,14,3,0,1138,0,0
0.22,2,3,0,1,10,2,0,1112,1,0
0.71,4,1,1,1,0,2,0,1517,0,0
0.09,4,13,1,1,9,4,0,1654,1,1
0.87,4,12,1,1,8,2,0,1178,0,1
0.99,2,1,1,0,6,3,0,2401,1,1
0.49,1,8,1,1,14,1,1,720,0,0
0.36,3,2,0,1,13,4,0,1404,0,0
0.52,3,4,1,0,8,4,0,2488,0,0
0.39,2,4,1,0,6,4,0,1043,1,1
0.00,1,11,1,1,7,3,0,1613,0,0
0.03,3,12,0,0,1,4,0,2123,0,1
0.99,3,2,0,1,13,3,1,2409,0,1
0.97,2,7,1,0,5,4,1,1379,0,1
0.33,4,2,0,0,13,2,1,138,0,1
0.89,3,6,1,1,2,1,0,1329,1,1
0.83,5,14,1,0,2,2,0,585,0,0
0.60,1,2,0,0,13,4,1,577,1,1
0.22,2,0,1,1,6,3,1,2232,0,1
0.25,1,2,1,1,14,4,0,1944,0,0
0.97,5,14,1,0,0,1,0,1591,0,1
0.59,5,10,1,0,10,1,0,305,0,1
0.53,4,4,1,0,9,1,0,1520,0,1
0.79,4,1,1,1,0,4,1,1912,0,1
0.04,4,5,1,1,1,3,0,2342,0,0
0.92,3,7,1,0,14,3,0,807,1,1
0.94,3,11,1,0,6,1,0,360,0,1
0.93,3,10,1,1,11,3,0,2172,0,1
0.42,3,0,0,1,9,2,0,1454,0,0
0.49,5,4,1,0,8,4,0,594,0,0
0.39,2,10,1,1,5,3,0,2116,0,0
0.16,1,8,1,0,14,4,1,2245,0,1
0.42,2,12,1,0,7,4,0,1307,1,1
0.14,5,12,1,1,12,4,1,250,0,1
0.32,5,12,1,1,12,1,1,500,0,1
0.39,2,10,1,0,13,3,0,2125,0,0
0.45,1,8,0,1,12,4,0,954,0,1
0.35,3,4,1,0,8,2,1,2406,0,1
0.52,5,5,1,1,7,4,0,800,1,1
0.38,5,4,1,1,6,2,0,1794,0,0
0.65,1,5,1,1,2,2,0,2390,0,0
0.81,4,7,1,0,9,2,0,1372,0,0
0.77,4,4,1,1,3,4,1,424,0,0
0.48,3,3,1,1,3,1,0,187,0,0
0.79,4,12,1,1,2,1,0,1163,0,0
0.80,2,14,1,1,9,3,0,638,0,0
0.53,3,0,1,1,12,3,0,1059,1,0
0.39,2,14,1,1,8,4,0,1034,0,1
0.80,5,5,1,0,2,1,1,447,0,0
0.32,4,2,1,1,13,3,1,1488,0,1
0.68,4,12,1,1,11,2,0,2365,0,0
0.01,5,7,1,0,13,3,0,2090,0,0
0.19,4,12,1,1,5,3,1,2498,0,1
0.19,1,12,1,1,11,2,0,1757,0,0
0.06,1,8,1,0,5,4,1,1701,0,1
0.18,4,4,1,1,10,2,1,1454,0,0
0.70,1,5,1,1,4,4,0,1145,0,0
0.28,4,8,1,0,11,4,0,2322,0,1
0.73,3,5,1,1,4,1,0,605,0,0
0.94,4,4,0,1,13,1,0,929,1,1
0.48,1,5,1,1,6,2,0,2212,0,0
0.13,4,0,0,1,12,3,1,2,0,1
0.52,1,3,0,1,10,1,0,660,0,1
0.44,2,13,0,1,14,2,0,265,0,0
0.81,2,6,1,1,8,2,0,2153,0,0
0.44,4,4,1,1,7,2,0,2394,0,0
0.94,1,5,0,1,1,2,0,603,0,0
0.19,4,0,1,0,0,2,0,1797,0,0
0.42,1,2,1,1,0,2,0,1692,0,0
0.52,4,9,1,0,5,1,1,1467,0,1
0.72,2,6,1,1,0,4,0,1409,0,1
0.67,1,8,1,1,8,4,0,1523,1,1
0.19,1,9,1,0,14,1,0,343,0,0
0.26,3,7,1,0,5,3,0,296,0,0
0.01,5,9,0,0,10,3,0,755,0,1
0.73,2,3,0,0,9,4,0,83,0,1
0.19,4,11,1,1,4,2,0,2288,0,0
0.46,2,13,1,0,5,4,0,1447,0,0
0.11,1,8,1,1,1,4,0,2182,0,1
0.00,4,7,0,0,14,4,0,617,0,1
0.87,2,13,0,1,3,3,0,695,0,1
0.81,2,10,1,1,0,2,0,223,0,0
0.55,1,11,0,1,10,3,0,171,0,0
0.13,1,3,1,1,1,3,0,333,0,0
0.79,1,1,1,1,9,4,0,399,0,0
0.57,1,9,1,1,10,3,0,1270,0,0
0.22,1,4,1,0,9,2,0,434,0,0
0.66,5,7,0,0,9,2,0,966,0,1
0.79,5,7,1,1,11,4,0,2019,0,1
0.43,1,0,1,1,2,3,0,2086,0,0
0.35,1,6,1,1,11,4,0,1578,0,0
0.01,3,11,0,0,12,4,0,167,0,1
0.84,2,14,1,0,7,4,0,480,0,1
0.69,5,6,0,0,13,2,0,1892,0,1
0.25,1,7,1,0,2,4,1,2277,0,0
0.58,5,14,1,1,0,4,1,1744,0,0
0.27,2,7,0,1,13,3,0,958,0,1
0.96,2,12,1,1,14,4,0,1923,0,1
0.09,4,9,1,1,4,2,0,2312,1,1
0.48,2,10,1,0,14,1,0,945,0,0
0.39,5,5,1,1,7,4,0,660,0,0
0.24,3,5,1,1,9,1,1,948,0,0
0.40,5,8,0,1,12,4,0,461,0,1
0.44,4,3,1,1,1,3,0,1607,0,0
0.87,4,1,0,0,8,2,0,2394,0,1
0.14,1,5,1,0,3,2,0,841,0,0
0.70,4,0,1,1,13,2,0,2357,0,1
0.07,2,1,0,0,0,1,0,288,0,0
0.01,2,8,1,0,3,3,0,1089,0,0
0.04,3,1,1,0,7,1,0,1831,0,1
0.43,1,4,1,1,5,3,1,1531,0,0
0.45,5,4,0,0,8,1,0,946,0,1
0.62,5,12,1,1,7,4,0,700,0,1
0.97,5,9,1,1,9,3,0,590,0,1
0.92,1,10,0,1,9,1,1,1444,1,1
0.10,2,0,0,1,10,4,1,176,1,1
0.47,1,5,1,1,9,1,0,916,1,0
0.61,4,10,1,1,2,1,0,391,0,0
0.19,2,12,1,1,13,4,0,1080,0,0
0.22,4,10,1,0,6,4,0,1867,1,1
0.96,4,12,1,0,9,4,0,2471,0,1
0.00,1,5,1,1,6,3,1,2453,0,0
0.86,2,0,1,1,13,3,1,1209,0,1
0.52,1,5,1,1,12,2,0,876,0,0
0.01,2,8,0,0,5,3,0,2145,0,1
0.56,1,8,1,1,9,1,0,1120,0,0
0.98,2,1,1,1,11,3,0,863,0,0
0.61,5,6,1,1,10,4,0,1291,0,0
0.72,4,12,1,0,1,4,1,389,1,1
0.73,1,6,0,1,6,3,1,791,0,1
0.69,5,3,1,0,14,3,0,2166,0,1
0.78,5,3,1,1,3,3,0,279,1,0
0.43,2,12,0,0,12,2,0,1978,0,1
0.70,4,12,0,1,14,1,0,2370,0,1
0.98,1,4,1,1,1,2,0,1986,0,0
0.58,3,2,1,1,1,4,0,1701,0,0
0.38,3,0,1,1,8,4,1,972,0,1
0.41,4,7,1,1,5,1,0,28,0,0
0.51,2,14,1,1,14,3,0,1652,0,1
0.07,5,1,1,0,9,1,1,2152,0,0
0.47,4,10,1,1,6,2,0,1558,1,0
0.56,3,9,0,1,1,2,1,233,0,0
0.73,5,1,0,1,11,3,0,1160,0,1
0.95,2,1,1,1,5,4,0,676,1,1
0.93,5,6,1,1,8,1,0,1955,0,1
0.23,4,6,1,0,14,4,1,1521,0,1
0.62,5,5,0,1,5,4,0,1291,0,1
0.36,1,11,1,1,5,3,0,1965,0,0
0.49,1,5,0,0,5,2,0,2358,0,0
0.62,4,8,0,1,10,2,0,409,0,1
0.71,5,5,1,1,0,1,0,1750,0,0
0.27,1,9,0,1,10,2,0,1265,0,0
0.90,3,11,1,1,0,1,0,199,0,0
0.78,1,8,1,0,14,1,0,1971,0,0
0.81,1,2,0,0,12,3,0,177,0,1
0.70,1,9,1,0,5,2,1,2115,1,1
0.17,3,11,1,1,4,2,0,1178,0,1
0.46,5,0,1,1,6,1,0,1174,0,0
0.07,2,12,1,1,6,1,0,1237,0,1
0.45,2,6,1,0,6,2,0,1407,0,0
0.88,5,12,0,1,0,2,1,884,1,1
0.86,3,12,0,1,0,4,0,1675,0,1
0.70,3,12,1,1,5,4,0,1861,0,0
0.11,2,5,1,1,3,2,0,633,0,0
0.28,3,10,1,1,5,4,0,422,0,0
0.86,1,5,1,1,5,3,0,760,0,0
0.69,4,11,1,0,11,2,0,2390,1,1
0.62,1,4,1,0,5,2,0,2366,1,0
0.72,2,3,1,1,10,1,0,614,0,0
0.67,4,8,0,1,7,4,0,160,0,1
0.70,1,12,0,1,12,2,0,1882,0,1
0.12,3,8,1,1,7,4,0,459,0,0
0.34,4,1,0,1,6,2,0,1329,0,1
0.72,5,4,1,0,4,1,0,1949,0,1
0.18,5,6,1,0,8,1,0,2474,0,0
0.09,5,1,1,1,0,1,0,2014,0,0
0.43,3,7,1,1,2,4,0,1430,0,0
0.55,4,2,0,1,8,3,0,1143,0,1
0.04,4,8,0,1,8,4,0,1009,0,1
0.76,5,0,1,1,0,4,0,1451,0,1
0.51,5,10,0,0,3,4,0,749,0,1
0.58,4,12,1,1,14,2,0,1445,0,1
0.96,4,9,0,1,2,3,1,31,0,1
0.49,5,11,0,1,14,4,0,1571,0,1
0.96,1,5,1,1,2,4,1,1480,0,0
0.76,4,7,1,1,10,3,0,899,0,1
0.05,5,5,1,1,9,4,0,87,0,0
0.60,4,2,1,0,14,3,1,842,0,1
0.77,3,14,1,1,3,1,0,1928,0,0
0.44,1,9,1,0,5,4,0,523,1,0
0.27,5,10,1,1,5,2,1,480,0,0
0.67,3,4,1,1,1,4,0,2077,0,0
0.45,3,8,1,1,1,3,0,1087,0,0
0.16,3,11,0,1,4,4,1,235,0,1
0.00,1,1,0,0,10,3,1,438,0,1
0.86,2,11,1,0,8,3,1,45,0,1
0.37,1,9,1,0,2,3,0,2411,0,0
0.81,2,8,1,0,8,2,0,28,0,1
0.71,4,1,1,1,0,3,0,292,0,0
0.61,3,14,1,0,2,3,0,395,0,1
0.80,4,1,1,1,2,4,1,1519,1,1
0.63,5,12,1,1,10,2,0,924,0,1
0.48,5,13,0,1,9,4,0,1590,0,1
0.55,2,10,1,0,2,1,0,565,0,0
0.30,1,7,0,1,8,4,1,1045,0,1
0.63,1,3,0,0,1,4,0,1248,0,0
0.15,4,7,0,1,9,2,1,1180,0,1
0.92,1,5,0,1,12,4,0,801,0,1
0.30,1,7,0,1,6,3,0,346,0,0
0.70,1,6,1,0,10,2,0,1868,0,1
0.60,1,10,1,1,0,1,1,30,0,0
0.40,5,10,1,1,1,1,1,972,0,0
0.35,2,0,0,1,4,1,0,1263,1,0
0.31,3,13,1,1,2,2,0,561,0,0
0.88,2,12,1,0,8,3,0,742,0,1
0.53,4,12,1,0,8,1,1,2146,0,0
0.76,2,8,1,0,9,2,1,343,0,1
0.43,5,10,1,1,9,1,0,1613,0,0
0.93,4,3,0,1,10,2,0,888,0,1
0.29,5,11,0,1,6,4,1,1049,0,1
0.94,3,11,0,1,3,1,0,1561,0,1
0.01,1,3,0,0,4,3,0,1276,0,1
0.58,1,8,1,1,4,2,0,2462,0,0
0.12,1,14,1,1,12,4,0,300,0,0
0.19,3,4,1,1,12,1,0,2218,0,0
0.28,4,10,1,0,2,3,1,1088,1,1
0.75,3,9,1,0,13,2,0,247,0,0
0.52,1,5,0,1,10,3,0,1203,1,1
0.58,5,7,0,0,0,3,0,1158,0,1
0.46,1,11,1,1,1,1,0,1070,0,0
0.70,4,0,1,1,9,1,0,2336,0,0
0.82,3,1,1,1,14,3,0,1720,0,1
0.74,2,1,0,1,4,4,0,1074,0,0
0.98,2,7,1,0,5,2,0,1464,0,0
0.92,1,3,1,1,10,2,0,1384,0,0
0.29,4,9,1,1,3,3,0,216,0,0
0.06,5,7,1,1,2,2,0,1240,0,0
0.93,1,2,1,1,3,3,0,1189,0,0
0.21,5,14,0,1,5,2,1,590,0,0
0.90,5,3,0,1,7,3,0,2016,0,1
0.90,2,2,1,1,12,2,0,1031,0,0
0.53,5,1,0,1,8,2,0,1282,0,0
0.62,4,13,1,0,8,2,0,1571,0,1
0.41,4,8,1,1,9,3,0,2162,0,1
0.45,5,4,1,0,7,2,0,821,0,0
0.09,1,4,0,1,2,4,0,1357,0,0
0.66,4,3,0,1,11,3,0,200,0,0
0.29,1,6,1,1,13,2,0,691,0,0
0.19,4,11,1,1,2,2,0,543,0,0
0.56,4,9,0,1,1,3,0,2170,1,1
0.45,4,5,1,1,0,2,0,2065,0,0
0.39,2,8,1,0,2,4,0,435,0,0
0.39,4,2,1,1,1,2,0,999,0,0
0.68,3,6,1,0,4,3,0,1988,0,1
0.64,3,2,0,0,11,1,0,1219,0,1
0.25,3,9,1,1,4,2,0,1571,0,0
0.67,5,2,0,1,13,4,0,1995,0,1
0.69,3,14,1,1,4,3,1,1972,0,1
0.87,1,8,0,0,6,4,0,2364,0,1
0.87,3,14,1,0,9,4,0,1373,1,1
0.83,4,4,1,1,14,1,0,1390,0,1
0.34,5,2,1,1,13,3,0,1776,0,0
0.86,1,11,1,1,8,1,0,1250,1,1
0.05,2,8,1,1,8,1,0,123,0,0
0.61,1,14,1,1,14,3,0,1091,0,1
0.29,1,6,1,1,8,2,1,1901,1,0
0.11,2,7,0,0,2,4,0,135,0,0
0.54,2,1,1,1,13,4,1,607,0,0
0.34,2,14,1,1,9,2,1,1926,0,1
0.78,1,9,1,1,11,4,0,2279,0,0
0.69,3,11,1,1,9,4,0,1641,0,1
0.19,5,13,1,1,5,1,1,1136,0,0
0.72,4,3,1,1,1,4,1,1547,0,1
0.06,5,8,1,0,4,2,0,2009,0,1
0.76,3,5,1,1,14,4,0,1350,0,1
0.37,4,7,1,0,1,3,0,705,1,1
0.83,3,11,1,1,4,2,0,1006,0,0
0.98,2,1,1,0,3,4,0,833,0,0
0.27,1,7,1,0,7,4,1,1646,0,0
0.90,3,11,1,1,1,1,0,455,0,0
0.21,3,14,0,1,11,1,1,1294,0,1
0.57,4,11,0,0,5,1,0,2288,0,1
0.24,4,9,1,1,7,4,0,2433,0,1
0.62,4,11,1,1,2,2,0,443,0,0
0.91,1,14,1,1,3,4,0,119,0,0
0.33,5,11,1,0,2,4,0,1576,0,1
0.30,1,4,1,1,6,2,0,2139,0,0
0.67,4,0,1,0,1,3,0,1683,0,1
0.18,2,5,1,1,2,3,0,1584,1,0
0.72,5,8,1,1,2,4,0,664,0,0
0.25,2,3,1,1,1,2,0,702,0,0
0.09,2,5,1,1,4,1,0,474,0,0
0.22,1,1,0,1,5,1,1,1988,0,0
0.18,4,11,1,0,5,3,0,2465,0,1
0.66,1,14,0,1,9,1,0,1643,0,1
0.28,2,13,1,1,2,3,0,1948,0,0
0.86,5,11,1,1,0,2,0,2307,0,0
0.38,3,12,1,1,14,3,0,1525,0,1
0.73,5,3,1,0,12,2,0,23,1,1
0.78,5,3,0,1,2,3,0,140,0,0
0.51,2,2,1,0,6,3,1,1548,1,1
0.51,2,2,0,0,7,4,0,751,0,0
0.92,5,5,1,1,0,1,0,541,0,0
0.15,3,2,0,1,13,3,0,393,0,0
0.07,2,4,1,0,10,2,0,2374,0,0
0.89,5,2,0,1,7,4,0,1649,1,1
0.97,4,0,0,0,9,4,1,2268,0,1
0.19,4,13,0,0,7,3,0,1669,0,0
0.67,2,6,1,1,7,4,0,2454,0,1
0.64,2,0,0,0,4,1,1,2493,1,1
0.38,3,6,0,1,9,2,0,777,1,1
0.74,4,3,0,0,13,4,0,213,0,1
0.19,3,9,1,1,0,3,0,193,0,0
0.37,4,6,0,0,2,2,0,2098,0,1
0.82,4,13,0,1,1,4,0,800,0,1
0.15,5,3,0,1,4,4,0,1588,0,0
0.68,3,14,1,1,11,1,0,2061,0,1
0.11,4,13,1,1,5,2,0,2286,0,0
0.57,1,14,0,1,11,3,0,747,0,0
0.82,1,0,1,1,2,4,0,652,0,0
0.85,5,3,0,1,4,3,0,1836,0,0
0.09,3,9,0,1,2,3,0,1434,0,1
0.34,3,13,1,0,7,2,1,1668,0,1
0.16,5,7,1,1,4,2,0,790,0,0
0.37,2,1,1,0,8,2,0,2305,0,0
0.51,4,8,1,1,7,4,1,1800,1,1
0.24,4,5,1,1,2,3,0,1215,0,0
0.87,3,1,1,1,1,4,0,2471,0,1
0.13,3,6,1,1,4,4,0,633,0,0
0.23,2,0,1,1,9,1,0,35,0,0
0.65,2,10,0,0,11,4,0,425,0,1
0.77,5,12,0,1,11,2,0,854,0,1
0.45,3,10,1,0,2,4,0,549,0,0
0.74,5,14,0,1,5,3,0,310,0,1
0.87,3,5,1,1,2,2,0,1208,0,0
0.56,5,5,1,0,5,4,0,2418,0,0
0.04,1,11,1,1,0,2,0,1177,0,0
0.30,5,11,0,0,5,1,0,1224,0,0
0.20,1,3,1,1,6,3,0,1025,0,0
0.94,1,14,1,0,13,4,1,1837,0,1
0.91,5,14,0,0,7,1,0,1101,0,1
0.63,4,10,1,0,11,3,0,1390,0,0
0.73,4,4,0,1,4,2,0,324,0,0
0.08,3,12,1,0,7,3,0,35,0,1
0.17,2,8,1,1,13,3,0,2292,0,0
0.62,2,7,1,1,14,2,1,1814,0,0
0.41,3,6,1,1,2,2,0,2484,0,0
0.10,4,0,1,1,13,4,0,2329,1,0
0.83,3,12,0,0,9,2,0,1614,1,1
0.01,1,12,1,1,8,2,0,389,0,0
0.35,3,2,1,1,11,1,0,474,0,0
0.51,3,0,1,0,13,4,0,837,0,1
0.62,5,8,1,0,11,3,0,2462,0,1
0.57,5,4,1,0,11,1,0,2314,0,0
0.81,1,7,1,0,7,1,0,2345,0,1
0.08,1,7,0,0,8,4,0,1811,0,1
0.40,5,1,1,1,13,1,0,2041,0,0
0.11,1,0,1,1,10,2,0,320,0,0
0.60,1,10,1,0,0,2,1,871,0,1
0.86,1,14,0,1,8,4,0,1115,0,1
0.63,4,12,1,1,9,4,1,1288,1,1
0.03,2,14,1,0,12,2,1,1178,0,0
0.40,1,6,1,0,0,2,0,1703,0,0
0.64,1,0,0,1,3,1,1,1592,0,1
0.19,4,8,1,1,8,1,0,805,0,1
0.33,4,6,1,1,7,2,1,594,0,0
0.75,3,1,1,0,11,4,0,686,0,1
0.32,1,7,1,0,0,2,0,892,0,0
0.61,3,5,1,1,3,1,0,1170,0,0
0.56,4,7,1,0,8,4,0,1402,1,1
0.01,2,10,1,1,4,2,0,2370,0,0
0.19,3,10,1,1,0,4,1,156,0,0
0.23,1,7,1,1,2,4,0,2092,0,0
0.63,5,4,0,1,14,3,0,1694,0,1
0.25,4,2,1,1,14,3,1,123,0,1
0.01,5,8,0,0,2,1,0,2313,0,1
0.51,4,10,0,1,7,2,1,1850,0,1
0.14,2,5,0,0,11,4,0,371,0,0
0.98,1,8,1,1,10,3,0,570,0,1
0.47,4,12,1,1,14,1,0,1605,0,0
0.70,4,12,1,1,1,2,0,1178,0,1
0.42,5,5,1,1,9,3,0,1856,1,1
0.85,5,1,1,0,5,2,0,208,0,0
0.48,1,3,1,1,10,4,0,961,0,0
0.14,2,13,0,1,8,2,1,1713,0,1
0.37,5,14,1,0,1,1,0,2424,0,1
0.49,1,6,0,1,14,1,0,2076,0,0
0.03,3,5,0,0,7,2,0,2127,1,1
0.68,4,1,1,1,4,3,0,1602,1,1
0.21,1,11,1,1,14,4,0,1552,0,0
0.39,5,6,0,1,6,2,1,1943,1,1
0.32,1,12,1,1,6,1,1,1905,0,0
0.52,1,1,0,1,12,4,0,1745,0,0
0.93,3,4,1,1,5,1,1,2270,1,1
0.49,4,2,1,0,3,4,0,32,0,1
0.76,4,4,1,1,12,3,0,1251,0,1
0.80,4,2,1,1,8,3,0,1095,0,1
0.62,4,14,1,1,9,1,0,2341,0,0
0.08,2,0,1,1,14,1,0,1835,0,0
0.02,2,5,0,1,10,2,0,742,0,0
0.75,4,7,1,1,1,4,0,1149,0,1
0.65,2,9,1,1,1,3,0,249,0,0
0.56,4,1,0,1,6,2,0,2445,0,0
0.35,5,10,1,0,1,3,0,2359,0,1
0.51,2,2,1,1,9,2,0,736,0,0
0.55,1,10,1,1,11,4,1,782,0,0
0.37,1,9,1,1,14,3,0,2106,0,0
0.07,2,9,1,1,13,3,1,1200,0,1
0.86,5,3,0,0,14,1,0,1635,1,1
0.50,3,5,0,1,5,3,1,2357,0,1
0.34,1,0,1,0,5,1,0,196,0,0
0.51,2,11,1,1,12,3,0,2339,0,1
0.67,3,5,1,1,11,3,0,917,1,1
0.67,1,11,1,0,3,4,1,1149,0,1
